protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Macro_Class,Attack_Type,Label,capture_id
6,2.000444,388.9136611672209,4.4990012217287765,2.999334147819184,1.499667073909592,6,3,572,206,226,66,95.33333333333331,58.54532906693373,74,66,68.66666666666667,3.771236166328253,226,66,86.44444444444444,49.47527128915821,2447.8024691358023,120,60,20,1,0.2500555,2.000194,0.0,0.6614901768926731,2.000444,2.000202,0.0,0.4000887999999999,0.8000566010100534,2.0004,2.000258,0.000142,1.0002,1.000058,1,0,0,0,2,3,0,1,7,0,0,0.5,86.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.33333333333331,68.66666666666667,0,6,3,572,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.028104,383.1164476772394,4.437642251087715,2.9584281673918102,1.4792140836959051,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.253513,2.02752,0.0,0.6705116276702441,2.028104,2.027529,0.0,0.4056208,0.810954107602249,2.028031,2.027789,0.000242,1.0140155,1.0137735,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.011254,386.8233450374741,4.474820186808826,2.983213457872551,1.4916067289362755,6,3,572,206,226,66,95.33333333333331,58.54532906693373,74,66,68.66666666666667,3.771236166328253,226,66,86.44444444444444,49.47527128915821,2447.8024691358023,120,60,20,1,0.25140675,2.0089,0.0,0.6642701109017607,2.011254,2.009385,0.0,0.4022508,0.8035672017961908,2.011171,2.009597,0.001574,1.0055855,1.0040115,1,0,0,0,2,3,0,1,7,0,0,0.5,86.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.33333333333331,68.66666666666667,0,6,3,572,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.008419,388.3651767883096,4.481136655249727,2.987424436833151,1.4937122184165754,6,3,574,206,228,66,95.66666666666669,59.28930951041868,74,66,68.66666666666667,3.771236166328253,228,66,86.66666666666667,50.1021179414825,2510.222222222222,120,60,20,1,0.251052375,2.007622,0.0,0.6639209397878142,2.008419,2.007639,0.0,0.4016838,0.802977629064073,2.008367,2.007729,0.000638,1.0041835,1.0035455,1,0,0,0,2,3,0,1,7,0,0,0.5,86.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.66666666666669,68.66666666666667,0,6,3,574,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.003255,389.3663063364375,4.492688150035817,2.995125433357212,1.4975627166786056,6,3,574,206,228,66,95.66666666666669,59.28930951041868,74,66,68.66666666666667,3.771236166328253,228,66,86.66666666666667,50.1021179414825,2510.222222222222,120,60,20,1,0.250406875,2.002706,0.0,0.6623068253125657,2.003255,2.002716,0.0,0.400651,0.8010325120510403,2.003193,2.00308,0.000113,1.0015965,1.0014835,1,0,0,0,2,3,0,1,7,0,0,0.5,86.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.66666666666669,68.66666666666667,0,6,3,574,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.035753,384.1330456101501,4.420968555615539,2.947312370410359,1.4736561852051795,6,3,576,206,230,66,96.0,60.03332407921454,74,66,68.66666666666667,3.771236166328253,230,66,86.88888888888889,50.729006483129865,2573.432098765432,120,60,20,1,0.254469125,2.032952,0.0,0.6722035016165933,2.035753,2.033124,0.0,0.4071506,0.8129868433908632,2.035482,2.034043,0.001439,1.017741,1.016302,1,0,0,0,2,3,0,1,7,0,0,0.5,86.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,96.0,68.66666666666667,0,6,3,576,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.00512,386.5105330354293,4.488509415895308,2.9923396105968725,1.4961698052984362,6,3,569,206,223,66,94.83333333333331,57.42942528781643,74,66,68.66666666666667,3.771236166328253,223,66,86.11111111111111,48.53508340353043,2355.654320987655,120,60,20,1,0.25064,2.00169,0.0,0.6618355439763718,2.00512,2.001706,0.0,0.4010239999999999,0.8003419756751485,2.005065,2.001751,0.003314,1.0025325,0.9992185,1,0,0,0,2,3,0,1,7,0,0,0.5,86.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.83333333333331,68.66666666666667,0,6,3,569,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.030323,382.6977283909998,4.432792220745172,2.9551948138301145,1.4775974069150573,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.2537903749999999,2.029317,0.0,0.671086010691241,2.030323,2.029332,0.0,0.4060646,0.8116337246538243,2.030257,2.029716,0.000541,1.0151285,1.0145875000000002,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.05693,377.7474196982882,4.37545273781801,2.9169684918786736,1.4584842459393368,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.2571162499999999,2.051424,0.0,0.6781861907825811,2.0569300000000004,2.051448,0.0,0.411386,0.820032835543797,2.056795,2.05604,0.000755,1.0283975,1.0276424999999998,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,2.002845,386.9495642448616,4.493607842843555,2.995738561895703,1.4978692809478515,6,3,569,206,223,66,94.83333333333331,57.42942528781643,74,66,68.66666666666667,3.771236166328253,223,66,86.11111111111111,48.53508340353043,2355.654320987655,120,60,20,1,0.250355625,2.002497,0.0,0.6622471938101998,2.002845,2.002508,0.0,0.400569,0.800969502304551,2.002794,2.002586,0.000208,1.001397,1.001189,1,0,0,0,2,3,0,1,7,0,0,0.5,86.11111111111111,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.83333333333331,68.66666666666667,0,6,3,569,206,auth_control_repetition,bruteforce,1,bruteforce_17
6,0.000552,1050724.6376811594,10869.565217391304,7246.376811594203,3623.1884057971015,4,2,440,140,226,66,110.0,67.05221845696084,74,66,70.0,4.0,226,66,96.66666666666669,57.95017016560194,3358.2222222222213,80,40,20,1,0.0001104,0.000476,0.0,0.0001831770728011,0.000534,0.000476,0.0,0.000178,0.0002120440205869,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,3,0,1,4,0,0,0.5,96.66666666666669,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,110.0,70.0,0,4,2,440,140,auth_control_repetition,bruteforce,1,bruteforce_17
6,0.000203,1300492.6108374384,19704.433497536946,14778.32512315271,4926.108374384236,3,1,198,66,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,60,20,20,0,6.766666666666667e-05,0.000165,0.0,7.055179342550802e-05,0.000203,0.000203,0.0,0.0001015,0.0001015,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,4,0,0,0.3333333333333333,66.0,251,254,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,66.0,66.0,0,3,1,198,66,auth_control_repetition,c2_beacon,1,c2_17
6,2.002359,388.0423041023113,4.494698503115575,2.996465668743717,1.4982328343718585,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.250294875,2.001106,0.0,0.6617444528362965,2.002359,2.001116,0.0,0.4004718,0.8003221491500533,2.002308,2.001843,0.000465,1.001154,1.0006890000000002,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,c2_beacon,1,c2_17
6,2.009518,388.15278091562254,4.478685933641799,2.985790622427866,1.492895311213933,6,3,574,206,228,66,95.66666666666669,59.28930951041868,74,66,68.66666666666667,3.771236166328253,228,66,86.66666666666667,50.1021179414825,2510.222222222222,120,60,20,1,0.25118975,2.009169,0.0,0.664453702873035,2.009518,2.009176,0.0,0.4019035999999999,0.8036362027667991,2.009458,2.009327,0.000131,1.004729,1.004598,1,0,0,0,2,3,0,1,7,0,0,0.5,86.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.66666666666669,68.66666666666667,0,6,3,574,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.003912,235429.4478527608,2300.613496932516,1278.118609406953,1022.4948875255624,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.000489,0.002856,0.0,0.0009263360621286,0.0039,0.002927,0.0,0.000975,0.0011619029649673,0.003845,0.002856,7.2e-05,0.0012816666666666,0.0011654470768288,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.000961,958376.6909469302,9365.244536940689,5202.913631633714,4162.330905306972,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.000120125,0.000422,0.0,0.0001545286684566,0.000946,0.000742,0.0,0.0002365,0.0002989326847301,0.00094,0.000422,0.00019,0.0003133333333333,9.527970519592418e-05,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.004219,388.6800793725636,4.490527232802403,2.993684821868269,1.4968424109341345,6,3,573,206,227,66,95.5,58.91731494221372,74,66,68.66666666666667,3.771236166328253,227,66,86.55555555555556,49.7886892802664,2478.9135802469145,120,60,20,1,0.250527375,2.002547,0.0,0.6622012194774972,2.004219,2.002955,0.0,0.4008438,0.8010556429640577,2.0041450000000003,2.00301,0.001135,1.0020725,1.0009375,1,0,0,0,2,3,0,1,7,0,0,0.5,86.55555555555556,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.5,68.66666666666667,0,6,3,573,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.001975,466329.1139240506,4556.962025316455,2531.645569620253,2025.3164556962024,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.000246875,0.001024,0.0,0.0003438027914008,0.001949,0.001601,0.0,0.00048725,0.0006484193762527,0.001883,0.001024,0.000268,0.0006276666666666,0.0003097228151464,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,3.492169,221.63875803261524,2.577194860844364,1.7181299072295757,0.8590649536147879,6,3,568,206,222,66,94.66666666666669,57.057475895412296,74,66,68.66666666666667,3.771236166328253,222,66,86.0,48.22171018673367,2325.333333333333,120,60,20,1,0.436521125,3.463614,0.0,1.1441698181604685,3.492169,3.46363,0.0,0.6984338,1.3826403623702588,3.492006,3.491542,0.000464,1.746003,1.745539,1,0,0,0,2,3,0,1,7,0,0,0.5,86.0,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.66666666666669,68.66666666666667,0,6,3,568,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.001043,883029.7219558964,8628.95493767977,4793.8638542665385,3835.091083413231,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.000130375,0.000696,0.0,0.000221428847206,0.001027,0.000833,0.0,0.00025675,0.0003382812254618,0.001023,0.000696,0.000144,0.000341,0.0002515273344986,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.004037,228139.7077037404,2229.378251176616,1238.543472875898,990.8347783007184,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.000504625,0.001749,0.0,0.0006388350603833,0.003987,0.002817,0.0,0.00099675,0.0011398625739535,0.003998,0.001799,0.001001,0.0013326666666666,0.0003394135465115,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.010451,88125.53822600708,861.1616113290594,478.423117405033,382.7384939240264,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.001306375,0.00931,0.0,0.0030345620745628,0.010437,0.009389,0.0,0.00260925,0.0039233876545021,0.010173,0.00931,8.4e-05,0.003391,0.0041949713546896,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.027412,383.74045334643375,4.439156915318643,2.959437943545762,1.479718971772881,6,3,572,206,226,66,95.33333333333331,58.54532906693373,74,66,68.66666666666667,3.771236166328253,226,66,86.44444444444444,49.47527128915821,2447.8024691358023,120,60,20,1,0.2534265,2.025872,0.0,0.6699215058676651,2.027412,2.02601,0.0,0.4054824,0.8102638819085052,2.027193,2.025993,0.0012,1.0135965,1.0123965,1,0,0,0,2,3,0,1,7,0,0,0.5,86.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.33333333333331,68.66666666666667,0,6,3,572,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.001385,712635.3790613719,7220.216606498195,4332.129963898917,2888.086642599278,6,4,715,272,369,66,119.16666666666669,111.78613012752918,74,66,68.0,3.4641016151377544,369,66,98.7,90.1710042086701,8130.809999999999,120,80,20,1,0.0001538888888888,0.000929,0.0,0.0002811225294123,0.001357,0.001083,0.0,0.0002714,0.0004118614330087,0.001346,0.000968,0.000137,0.0004486666666666,0.0003696704237861,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,98.7,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,119.16666666666669,68.0,0,6,4,715,272,auth_control_repetition,c2_beacon,1,c2_17
6,3.639885,214.29248451530748,2.47260559056124,1.6484037270408267,0.8242018635204134,6,3,574,206,228,66,95.66666666666669,59.28930951041868,74,66,68.66666666666667,3.771236166328253,228,66,86.66666666666667,50.1021179414825,2510.222222222222,120,60,20,1,0.4549856249999999,3.638687,0.0,1.2033260589585577,3.639885,3.638695,0.0,0.7279769999999999,1.4553590535978398,3.639831,3.639733,9.8e-05,1.8199155,1.8198175,1,0,0,0,2,3,0,1,7,0,0,0.5,86.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.66666666666669,68.66666666666667,0,6,3,574,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.005828,169354.83870967742,1715.8544955387783,1029.512697323267,686.3417982155113,6,4,715,272,369,66,119.16666666666669,111.78613012752918,74,66,68.0,3.4641016151377544,369,66,98.7,90.1710042086701,8130.809999999999,120,80,20,1,0.0006475555555555,0.003472,0.0,0.0010617756732224,0.0057799999999999,0.00401,0.0,0.001156,0.00148935167103,0.005807,0.004689,0.000384,0.0019356666666666,0.0019521370056655,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,98.7,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,119.16666666666669,68.0,0,6,4,715,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.016061,57343.87647095449,560.3636137226823,311.3131187348235,249.0504949878588,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,0.002007625,0.008943,0.0,0.0032680724799757,0.016045,0.009918,0.0,0.00401125,0.0042177087011196,0.016041,0.008943,0.000709,0.005347,0.0034413187394757,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.17931,356.53486654032696,4.129747488884096,2.7531649925893973,1.3765824962946986,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.27241375,2.17741,0.0,0.7200211401126967,2.17931,2.177414,0.0,0.435862,0.8707762812187756,2.17926,2.179209,5.1e-05,1.08963,1.089579,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.000462,1993506.4935064933,19480.51948051948,10822.510822510822,8658.008658008657,5,4,649,272,369,66,129.8,119.6534997398739,74,66,68.0,3.4641016151377544,369,66,102.33333333333331,94.35158833968946,8902.222222222223,100,80,20,1,5.775e-05,0.000316,0.0,9.941799384417288e-05,0.0004469999999999,0.000383,0.0,0.0001117499999999,0.0001571645236686,0.000443,0.000316,4.9e-05,0.0001476666666666,0.0001196169813288,1,0,0,0,2,3,0,1,7,0,0,0.8,102.33333333333331,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,129.8,68.0,0,5,4,649,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.003006,387.4177111800963,4.493246650284622,2.9954977668564147,1.4977488834282071,6,3,570,206,224,66,95.0,57.8013840664737,74,66,68.66666666666667,3.771236166328253,224,66,86.22222222222223,48.84846813878786,2386.1728395061723,120,60,20,1,0.25037575,2.002426,0.0,0.6622127642341904,2.003006,2.002438,0.0,0.4006012000000001,0.8009184158635385,2.002965,2.002496,0.000469,1.0014824999999998,1.0010134999999998,1,0,0,0,2,3,0,1,7,0,0,0.5,86.22222222222223,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.0,68.66666666666667,0,6,3,570,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.009705,95002.57599175682,927.357032457496,515.1983513652756,412.1586810922205,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,0.0012131249999999,0.009323,0.0,0.0030655889090638,0.009689,0.009431,0.0,0.00242225,0.0040468469439181,0.009597,0.009323,0.000112,0.003199,0.004330370038076,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.000464,1987068.9655172413,19396.55172413793,10775.862068965516,8620.689655172413,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,5.8e-05,0.000332,0.0,0.0001046028202296,0.000454,0.000382,0.0,0.0001135,0.0001557201014641,0.000442,0.000332,5.5e-05,0.0001473333333333,0.0001305790522591,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.004243,387.6775420944466,4.490473460553435,2.99364897370229,1.496824486851145,6,3,571,206,225,66,95.16666666666669,58.1733520513378,74,66,68.66666666666667,3.771236166328253,225,66,86.33333333333333,49.16186417223099,2416.888888888889,120,60,20,1,0.2505303749999999,2.003498,0.0,0.6625594988436769,2.004243,2.003508,0.0,0.4008485999999999,0.8013297136344315,2.004195,2.003799,0.000396,1.0020975,1.0017014999999998,1,0,0,0,2,3,0,1,7,0,0,0.5,86.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.16666666666669,68.66666666666667,0,6,3,571,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.000298,3093959.7315436243,30201.342281879195,16778.523489932886,13422.818791946307,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,3.725e-05,0.00013,0.0,4.185017921108583e-05,0.000288,0.000217,0.0,7.199999999999999e-05,8.499705877264224e-05,0.000277,0.00013,6e-05,9.233333333333332e-05,2.882514334550461e-05,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
6,2.424802,320.850939581871,3.7116432599445233,2.474428839963015,1.2372144199815076,6,3,572,206,226,66,95.33333333333331,58.54532906693373,74,66,68.66666666666667,3.771236166328253,226,66,86.44444444444444,49.47527128915821,2447.8024691358023,120,60,20,1,0.3031002499999999,2.423673,0.0,0.801501190754223,2.424802,2.423685,0.0,0.4849603999999999,0.9693623269165352,2.424745,2.424123,0.000622,1.2123725,1.2117505,1,0,0,0,2,3,0,1,7,0,0,0.5,86.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.33333333333331,68.66666666666667,0,6,3,572,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.003924,251783.8939857288,2548.41997961264,1529.051987767584,1019.367991845056,6,4,716,272,370,66,119.33333333333331,112.15861783900314,74,66,68.0,3.4641016151377544,370,66,98.8,90.47076875985964,8184.959999999997,120,80,20,1,0.000436,0.002939,0.0,0.0008960541898295,0.003915,0.002939,0.0,0.000783,0.0011288808617387,0.00389,0.003175,0.000236,0.0012966666666666,0.0013318819600683,1,0,0,0,2,3,0,1,8,0,0,0.6666666666666666,98.8,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,119.33333333333331,68.0,0,6,4,716,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.001698,542991.7550058892,5300.35335689046,2944.6407538280328,2355.7126030624263,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,0.0002122499999999,0.001357,0.0,0.0004368528785529,0.0016719999999999,0.001566,0.0,0.0004179999999999,0.0006631572211776,0.0016669999999999,0.001383,8.3e-05,0.0005556666666666,0.000586993091006,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
6,3.062037,254.4058089435236,2.9392198722615044,1.959479914841003,0.9797399574205016,6,3,573,206,227,66,95.5,58.91731494221372,74,66,68.66666666666667,3.771236166328253,227,66,86.55555555555556,49.7886892802664,2478.9135802469145,120,60,20,1,0.382754625,3.058183,0.0,1.0112173582463535,3.062037,3.0582,0.0,0.6124073999999999,1.222896813603437,3.061992,3.058895,0.003097,1.530996,1.527899,1,0,0,0,2,3,0,1,7,0,0,0.5,86.55555555555556,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,95.5,68.66666666666667,0,6,3,573,206,auth_control_repetition,c2_beacon,1,c2_17
6,0.00026,3546153.8461538465,34615.38461538462,19230.76923076924,15384.615384615388,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,3.2500000000000004e-05,8.1e-05,0.0,3.147618147107429e-05,0.000252,0.000142,0.0,6.3e-05,5.406015168310204e-05,0.0002419999999999,9.9e-05,5.9e-05,8.066666666666666e-05,1.6499158227686107e-05,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
6,0.000831,1109506.6185318893,10830.324909747293,6016.847172081829,4813.477737665463,5,4,650,272,370,66,130.0,120.05332148674604,74,66,68.0,3.4641016151377544,370,66,102.44444444444444,94.6656233640997,8961.58024691358,100,80,20,1,0.0001038749999999,0.000394,0.0,0.0001359406465153,0.00058,0.000518,0.0,0.000145,0.0002157243611648,0.000812,0.000645,4.7e-05,0.0002706666666666,0.00026636608059,1,0,0,0,2,3,0,1,7,0,0,0.8,102.44444444444444,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,130.0,68.0,0,5,4,650,272,auth_control_repetition,c2_beacon,1,c2_17
