protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Attack_Type,capture_id,Label
6,0.005844,132272.41615331965,1540.041067761807,1026.694045174538,513.347022587269,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0007304999999999,0.005349,0.0,0.0017476063630005,0.005844,0.005379,0.0,0.0011688,0.0021076429868457,0.005552,0.005369,0.000183,0.002776,0.002593,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.001068,1051498.127340824,12172.284644194757,7490.636704119851,4681.647940074907,8,5,781,342,281,54,97.625,70.28857926434422,74,66,68.4,3.2,281,54,86.38461538461539,56.97710533665588,3246.39053254438,160,100,20,3,8.900000000000001e-05,0.000316,0.0,9.26039955941427e-05,0.001068,0.000344,0.0,0.0001525714285714,0.0001155210025961,0.000888,0.000351,6.9e-05,0.0002219999999999,0.0001023547751695,3,1,0,0,1,3,1,4,10,0,0,0.625,86.38461538461539,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,97.625,68.4,0,8,5,781,342,benign,benign_05,0
6,0.001319,586050.0379075056,6823.351023502653,4548.900682335102,2274.450341167551,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0001648749999999,0.000672,0.0,0.0002444163647855,0.001319,0.00071,0.0,0.0002638,0.0002834123497662,0.001239,0.000714,0.000525,0.0006195,9.450000000000002e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.002896,266229.2817679558,3107.734806629834,2071.8232044198894,1035.9116022099447,6,3,565,206,219,66,94.16666666666669,55.94168590793651,74,66,68.66666666666667,3.771236166328253,219,66,85.66666666666667,47.28166193732572,2235.555555555555,120,60,20,1,0.000362,0.002121,0.0,0.0006793638568543,0.002896,0.002157,0.0,0.0005792,0.000804063032355,0.002738,0.002579,0.000159,0.001369,0.00121,1,0,0,0,2,3,0,1,7,0,0,0.5,85.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.16666666666669,68.66666666666667,0,6,3,565,206,benign,benign_05,0
6,0.004188,184574.97612225407,2148.997134670487,1432.6647564469915,716.3323782234958,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0005235,0.002436,0.0,0.0008183849949748,0.004188,0.002491,0.0,0.0008376,0.0009359137994495,0.003929,0.003674,0.000255,0.0019645,0.0017095,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.00529,212287.3345935728,2457.4669187145555,1512.2873345935727,945.1795841209828,8,5,781,342,281,54,97.625,70.28857926434422,74,66,68.4,3.2,281,54,86.38461538461539,56.97710533665588,3246.39053254438,160,100,20,3,0.0004408333333333,0.003309,0.0,0.0008844948495547,0.0052899999999999,0.003309,0.0,0.0007557142857142,0.0010882268295962,0.004981,0.003983,0.000138,0.00124525,0.0015851522600368,3,1,0,0,1,3,1,4,10,0,0,0.625,86.38461538461539,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,97.625,68.4,0,8,5,781,342,benign,benign_05,0
6,0.004331,178480.72038790118,2078.0420226275687,1385.3613484183793,692.6806742091896,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000541375,0.004026,0.0,0.0013176139360127,0.004331,0.004069,0.0,0.0008661999999999,0.0016019527333851,0.0042489999999999,0.004082,0.000167,0.0021244999999999,0.0019574999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.005369,143974.66939839823,1676.2898118830324,1117.526541255355,558.7632706276775,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000671125,0.00486,0.0,0.0015847351070052,0.005369,0.005075,0.0,0.0010738,0.0020012814294846,0.005039,0.004883,0.000156,0.0025195,0.0023635,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.010711,87293.43665390719,933.6196433572962,653.5337503501073,280.0858930071889,7,3,725,210,281,66,103.57142857142856,73.18832292275113,74,66,70.0,3.265986323710904,281,66,93.5,63.162093062215725,3989.45,140,60,20,2,0.0011901111111111,0.006182,0.0,0.0019036368377073,0.010711,0.006182,0.0,0.0017851666666666,0.002101390921641,0.002557,0.002493,6.4e-05,0.0012785,0.0012145,2,1,0,0,0,3,1,3,8,0,0,0.4285714285714285,93.5,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,103.57142857142856,70.0,0,7,3,725,210,benign,benign_05,0
6,0.009964,77378.56282617422,903.2517061421116,602.167804094741,301.0839020473705,6,3,565,206,219,66,94.16666666666669,55.94168590793651,74,66,68.66666666666667,3.771236166328253,219,66,85.66666666666667,47.28166193732572,2235.555555555555,120,60,20,1,0.0012454999999999,0.008315,0.0,0.0027000543050094,0.009964,0.008368,0.0,0.0019928,0.0032186947913711,0.009762,0.008359,0.001403,0.004881,0.003478,1,0,0,0,2,3,0,1,7,0,0,0.5,85.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.16666666666669,68.66666666666667,0,6,3,565,206,benign,benign_05,0
6,0.001787,432568.5506435367,5036.373810856184,3357.582540570789,1678.7912702853946,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000223375,0.001449,0.0,0.0004654838712297,0.001787,0.001449,0.0,0.0003574,0.000549272100147,0.001587,0.001502,8.5e-05,0.0007935,0.0007085,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.003668,210468.9203925845,2453.653217011996,1635.7688113413303,817.8844056706653,6,3,566,206,220,66,94.33333333333331,56.31360601330928,74,66,68.66666666666667,3.771236166328253,220,66,85.77777777777777,47.594999218586864,2265.283950617284,120,60,20,1,0.0004585,0.002879,0.0,0.0009319295842497,0.003668,0.002913,0.0,0.0007335999999999,0.0011081773504272,0.003525,0.002913,0.000612,0.0017625,0.0011505,1,0,0,0,2,3,0,1,7,0,0,0.5,85.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.33333333333331,68.66666666666667,0,6,3,566,206,benign,benign_05,0
6,0.002975,377142.8571428571,4369.747899159664,2689.075630252101,1680.672268907563,8,5,780,342,280,54,97.5,69.96248994997248,74,66,68.4,3.2,280,54,86.3076923076923,56.71437833617831,3216.5207100591715,160,100,20,3,0.0002479166666666,0.002238,0.0,0.0006052216478741,0.002975,0.002279,0.0,0.000425,0.0007623722375397,0.0028,0.002261,4.4e-05,0.0007,0.0009070350048371,3,1,0,0,1,3,1,4,10,0,0,0.625,86.3076923076923,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,97.5,68.4,0,8,5,780,342,benign,benign_05,0
6,0.002967,260532.5244354567,3033.367037411527,2022.2446916076844,1011.1223458038422,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0003708749999999,0.001982,0.0,0.0006553839404311,0.002967,0.002102,0.0,0.0005934,0.0008067035638944,0.002819,0.002015,0.000804,0.0014095,0.0006054999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.001824,422697.3684210526,4934.210526315789,3289.4736842105262,1644.7368421052631,6,3,565,206,219,66,94.16666666666669,55.94168590793651,74,66,68.66666666666667,3.771236166328253,219,66,85.66666666666667,47.28166193732572,2235.555555555555,120,60,20,1,0.000228,0.001551,0.0,0.0005013035507554,0.0018239999999999,0.001591,0.0,0.0003648,0.0006146541791934,0.001688,0.001567,0.000121,0.000844,0.000723,1,0,0,0,2,3,0,1,7,0,0,0.5,85.66666666666667,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.16666666666669,68.66666666666667,0,6,3,565,206,benign,benign_05,0
6,0.003063,252366.9604962455,2938.2957884427037,1958.863858961802,979.431929480901,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000382875,0.001872,0.0,0.0006447593422161,0.003063,0.001872,0.0,0.0006125999999999,0.0007320274858227,0.002918,0.001908,0.00101,0.001459,0.0004489999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
6,0.001757,639157.65509391,7398.975526465566,4553.215708594194,2845.7598178713715,8,5,781,342,281,54,97.625,70.28857926434422,74,66,68.4,3.2,281,54,86.38461538461539,56.97710533665588,3246.39053254438,160,100,20,3,0.0001464166666666,0.000885,0.0,0.0002328813926778,0.001757,0.000885,0.0,0.000251,0.0002726803466122,0.001562,0.000963,7.9e-05,0.0003905,0.0003387281358257,3,1,0,0,1,3,1,4,10,0,0,0.625,86.38461538461539,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,97.625,68.4,0,8,5,781,342,benign,benign_05,0
6,0.003059,252696.9597907813,2942.137953579601,1961.4253023864007,980.7126511932004,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000382375,0.001938,0.0,0.000621577215135,0.003059,0.001938,0.0,0.0006118,0.0007013553735446,0.002638,0.002011,0.000627,0.001319,0.000692,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,94.5,68.66666666666667,0,6,3,567,206,benign,benign_05,0
