pcap_csv,ataque_real,macro_real,resultado_binario,malicious_ratio,detectou_ataque_sem_falso_negativo,macro_prevista,macro_pct,macro_correta,ataque_top1,score_top1,ataque_top2,score_top2,margem_top1_top2,subtipo_correto_top1,hipotese_focada_dominante,hipotese_focada_pct,precisa_analise_focada,predito_final_pcap
flood_17,dos_flood,availability_abuse,malicious,1.0,True,availability_abuse,0.5156,True,dos_flood,0.3132,c2_beacon,0.2955,0.0177,True,c2_beacon,0.25,SIM,dos_flood
