fwd_seg_size_avg,pkt_len_std,pkt_len_max,fwd_pkt_len_std,subflow_fwd_byts,pkt_len_var,pkt_size_avg,totlen_fwd_pkts,pkt_len_mean,fwd_pkt_len_mean,capture_id,Label,Attack_Type
94.33333333333331,47.594999218586864,220,56.31360601330928,566,2265.283950617284,85.77777777777777,566,85.77777777777777,94.33333333333331,benign_02,0,benign
94.5,47.90834871442774,221,56.68553607402862,567,2295.20987654321,85.88888888888889,567,85.88888888888889,94.5,benign_02,0,benign
94.5,47.90834871442774,221,56.68553607402862,567,2295.20987654321,85.88888888888889,567,85.88888888888889,94.5,benign_02,0,benign
94.33333333333331,47.594999218586864,220,56.31360601330928,566,2265.283950617284,85.77777777777777,566,85.77777777777777,94.33333333333331,benign_02,0,benign
94.33333333333331,47.594999218586864,220,56.31360601330928,566,2265.283950617284,85.77777777777777,566,85.77777777777777,94.33333333333331,benign_02,0,benign
97.375,56.4516864177527,279,69.63644430181655,779,3186.792899408284,86.23076923076923,779,86.23076923076923,97.375,benign_03,0,benign
97.625,56.97710533665588,281,70.28857926434422,781,3246.39053254438,86.38461538461539,781,86.38461538461539,97.625,benign_03,0,benign
97.5,56.71437833617831,280,69.96248994997248,780,3216.5207100591715,86.3076923076923,780,86.3076923076923,97.5,benign_03,0,benign
97.625,56.97710533665588,281,70.28857926434422,781,3246.39053254438,86.38461538461539,781,86.38461538461539,97.625,benign_03,0,benign
97.625,56.97710533665588,281,70.28857926434422,781,3246.39053254438,86.38461538461539,781,86.38461538461539,97.625,benign_03,0,benign
97.625,56.97710533665588,281,70.28857926434422,781,3246.39053254438,86.38461538461539,781,86.38461538461539,97.625,benign_03,0,benign
97.625,56.97710533665588,281,70.28857926434422,781,3246.39053254438,86.38461538461539,781,86.38461538461539,97.625,benign_03,0,benign
103.42857142857144,62.86525272358332,280,72.84201523621837,724,3952.04,93.4,724,93.4,103.42857142857144,benign_03,0,benign
103.57142857142856,63.162093062215725,281,73.18832292275113,725,3989.45,93.5,725,93.5,103.57142857142856,benign_03,0,benign
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_01,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_01,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
88.16666666666667,36.01234356285202,183,42.56139356532187,529,1296.888888888889,81.66666666666667,529,81.66666666666667,88.16666666666667,bruteforce_01,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_01,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_01,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_01,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_01,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_01,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_01,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_01,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_01,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_02,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_02,1,bruteforce
86.5,32.88738735311123,173,38.84906691286162,519,1081.5802469135804,80.55555555555556,519,80.55555555555556,86.5,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
88.0,35.699707783152355,182,42.190046219457976,528,1274.469135802469,81.55555555555556,528,81.55555555555556,88.0,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
86.33333333333333,32.57507946988212,172,38.47798793538399,518,1061.1358024691356,80.44444444444444,518,80.44444444444444,86.33333333333333,bruteforce_02,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_02,1,bruteforce
87.66666666666667,35.07452383457575,180,41.44742318756244,526,1230.2222222222222,81.33333333333333,526,81.33333333333333,87.66666666666667,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
86.83333333333333,33.51211315920054,175,39.59131498475673,521,1123.061728395062,80.77777777777777,521,80.77777777777777,86.83333333333333,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_02,1,bruteforce
87.5,34.76197724135373,179,41.07614879708174,525,1208.395061728395,81.22222222222223,525,81.22222222222223,87.5,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.5,34.76197724135373,179,41.07614879708174,525,1208.395061728395,81.22222222222223,525,81.22222222222223,87.5,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.5,34.76197724135373,179,41.07614879708174,525,1208.395061728395,81.22222222222223,525,81.22222222222223,87.5,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
86.66666666666667,33.19973226130328,174,39.22017621355394,520,1102.2222222222222,80.66666666666667,520,80.66666666666667,86.66666666666667,bruteforce_02,1,bruteforce
87.83333333333333,35.38710094907814,181,41.81872254810703,527,1252.246913580247,81.44444444444444,527,81.44444444444444,87.83333333333333,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.5,34.76197724135373,179,41.07614879708174,525,1208.395061728395,81.22222222222223,525,81.22222222222223,87.5,bruteforce_02,1,bruteforce
87.0,33.82452904967191,176,39.96248240537617,522,1144.0987654320988,80.88888888888889,522,80.88888888888889,87.0,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.33333333333333,34.44946200013529,178,40.70490005993,524,1186.7654320987654,81.11111111111111,524,81.11111111111111,87.33333333333333,bruteforce_02,1,bruteforce
87.16666666666667,34.136978971978955,177,40.33367768448044,523,1165.3333333333333,81.0,523,81.0,87.16666666666667,bruteforce_02,1,bruteforce
