experimento,features,accuracy_train,accuracy_test,f1_weighted,f1_macro,gap_train_test
todos_atributos_seguros,77,1.0,0.5059288537549407,0.45576162967467315,0.739010989010989,0.4940711462450593
top_10_atributos,10,0.9830729166666666,0.4980237154150198,0.45103205972771193,0.7341269841269842,0.48504920125164686
