experimento,features,accuracy_train,accuracy_test,f1_weighted,f1_macro,gap_train_test
sem_portas,77,1.0,0.5059288537549407,0.45576162967467315,0.739010989010989,0.4940711462450593
com_portas,79,1.0,0.525691699604743,0.466403162055336,0.75,0.47430830039525695
