classe,recall,precision
benign,1.0,1.0
bruteforce,1.0,0.7106299212598425
c2_beacon,0.8742058449809402,1.0
dos_flood,0.7360114777618364,0.8784246575342466
mqtt_abuse,0.767879548306148,0.5594149908592322
scan,1.0,1.0
slow_dos,0.7311046511627907,0.7375366568914956
