modelo,accuracy_groupcv,f1_macro_groupcv,f1_weighted_groupcv,min_recall_groupcv,mean_train_acc,mean_val_acc,mean_gap,recall_benign,recall_bruteforce,recall_c2_beacon,recall_dos_flood,recall_mqtt_abuse,recall_scan,recall_slow_dos,selection_score
extratrees_regularizado_depth10_leaf3,0.9562387791741472,0.9617275026351042,0.955125621751367,0.8091787439613527,0.9528246760005117,0.9670467474778284,-0.014222071477316689,1.0,0.9965635738831615,0.9940828402366864,0.9950024987506247,0.8250428816466552,1.0,0.8091787439613527,2.5800849905578094
rf_regularizado_depth12_leaf3,0.8837522441651705,0.9147076760542261,0.8865900450630838,0.8091787439613527,0.9649733484882477,0.8405903529730766,0.12438299551517107,1.0,0.9965635738831615,0.8481262327416174,0.8710644677661169,0.823327615780446,1.0,0.8091787439613527,2.4708736662193456
rf_regularizado_depth10_leaf3,0.8837522441651705,0.9146109734641837,0.8866399383462847,0.8091787439613527,0.9590274586386404,0.8405903529730766,0.11843710566556376,1.0,0.9965635738831615,0.8481262327416174,0.8710644677661169,0.823327615780446,1.0,0.8091787439613527,2.4737499085541073
rf_regularizado_depth8_leaf5,0.8826301615798923,0.9124063178746332,0.8854475809420016,0.8091787439613527,0.9535804908551541,0.8378148144832523,0.11576567637190172,1.0,0.9965635738831615,0.8422090729783037,0.8700649675162418,0.823327615780446,1.0,0.8091787439613527,2.4728809676113874
rf_regularizado_depth6_leaf10,0.8673698384201077,0.8974342946092831,0.8696041575681942,0.8091787439613527,0.9535873560408796,0.8245703216407353,0.12901703440014434,1.0,0.9965635738831615,0.8422090729783037,0.8360819590204898,0.823327615780446,1.0,0.8091787439613527,2.4512832653319165
