modelo,rodada_validacao,train_acc,val_acc,gap,min_recall_fold,macro_f1_fold,weighted_f1_fold
rf_regularizado_depth6_leaf10,1,0.9373626373626374,0.37383177570093457,0.5635308616617027,0.0,0.5825101539387253,0.27091814474992043
rf_regularizado_depth6_leaf10,2,0.92890625,0.9882943143812709,-0.059388064381270866,0.5333333333333333,0.9369138959931799,0.9873163457618034
rf_regularizado_depth6_leaf10,3,0.942246835443038,0.9968253968253968,-0.05457856138235884,0.9,0.9781954887218045,0.9969005847953216
rf_regularizado_depth6_leaf10,4,0.9405405405405406,0.9894366197183099,-0.04889607917776928,0.7,0.9640756302521007,0.9889006835128417
rf_regularizado_depth6_leaf10,5,1.0,0.6342229199372057,0.3657770800627943,0.0,0.5374253003193574,0.6348189320274209
rf_regularizado_depth6_leaf10,6,0.9549045424621462,1.0,-0.04509545753785382,0.0,0.14285714285714285,1.0
rf_regularizado_depth6_leaf10,7,0.9525833878351864,1.0,-0.04741661216481363,0.0,0.14285714285714285,1.0
rf_regularizado_depth6_leaf10,8,0.9529373580006492,0.948051948051948,0.004885409948701125,0.0,0.13904761904761906,0.9733333333333334
rf_regularizado_depth8_leaf5,1,0.9505494505494505,0.4158878504672897,0.5346616000821608,0.0,0.7606177606177607,0.32116696135387723
rf_regularizado_depth8_leaf5,2,0.947265625,1.0,-0.052734375,1.0,1.0,1.0
rf_regularizado_depth8_leaf5,3,0.9501582278481012,1.0,-0.04984177215189878,1.0,1.0,1.0
rf_regularizado_depth8_leaf5,4,0.9478764478764479,1.0,-0.05212355212355213,1.0,1.0,1.0
rf_regularizado_depth8_leaf5,5,1.0,0.6342229199372057,0.3657770800627943,0.0,0.5374253003193574,0.6348189320274209
rf_regularizado_depth8_leaf5,6,0.955892034233048,1.0,-0.04410796576695197,0.0,0.14285714285714285,1.0
rf_regularizado_depth8_leaf5,7,0.9565075212557227,1.0,-0.04349247874427731,0.0,0.14285714285714285,1.0
rf_regularizado_depth8_leaf5,8,0.958455047062642,0.961038961038961,-0.0025839139763190744,0.0,0.1400189214758751,0.9801324503311258
rf_regularizado_depth10_leaf3,1,0.9604395604395605,0.4158878504672897,0.5445517099722708,0.0,0.7606177606177607,0.32116696135387723
rf_regularizado_depth10_leaf3,2,0.959375,1.0,-0.04062500000000002,1.0,1.0,1.0
rf_regularizado_depth10_leaf3,3,0.9608386075949367,1.0,-0.03916139240506333,1.0,1.0,1.0
rf_regularizado_depth10_leaf3,4,0.9606177606177606,1.0,-0.03938223938223939,1.0,1.0,1.0
rf_regularizado_depth10_leaf3,5,1.0,0.6342229199372057,0.3657770800627943,0.0,0.5017526974953431,0.6280700172985476
rf_regularizado_depth10_leaf3,6,0.9634628044766294,1.0,-0.03653719552337065,0.0,0.14285714285714285,1.0
rf_regularizado_depth10_leaf3,7,0.9637017658600392,1.0,-0.036298234139960805,0.0,0.14285714285714285,1.0
rf_regularizado_depth10_leaf3,8,0.9668938656280428,0.961038961038961,0.0058549045890817775,0.0,0.1400189214758751,0.9801324503311258
rf_regularizado_depth12_leaf3,1,0.9677655677655678,0.4158878504672897,0.5518777172982781,0.0,0.7606177606177607,0.32116696135387723
rf_regularizado_depth12_leaf3,2,0.96796875,1.0,-0.032031249999999956,1.0,1.0,1.0
rf_regularizado_depth12_leaf3,3,0.9691455696202531,1.0,-0.03085443037974689,1.0,1.0,1.0
rf_regularizado_depth12_leaf3,4,0.9687258687258687,1.0,-0.031274131274131256,1.0,1.0,1.0
rf_regularizado_depth12_leaf3,5,1.0,0.6342229199372057,0.3657770800627943,0.0,0.5017526974953431,0.6280700172985476
rf_regularizado_depth12_leaf3,6,0.9713627386438446,1.0,-0.028637261356155408,0.0,0.14285714285714285,1.0
rf_regularizado_depth12_leaf3,7,0.9708960104643558,1.0,-0.029103989535644192,0.0,0.14285714285714285,1.0
rf_regularizado_depth12_leaf3,8,0.9740344044141512,0.961038961038961,0.012995443375190208,0.0,0.1400189214758751,0.9801324503311258
extratrees_regularizado_depth10_leaf3,1,0.9531135531135531,0.4158878504672897,0.5372257026462633,0.0,0.7606177606177607,0.32116696135387723
extratrees_regularizado_depth10_leaf3,2,0.95,1.0,-0.050000000000000044,1.0,1.0,1.0
extratrees_regularizado_depth10_leaf3,3,0.9493670886075949,1.0,-0.05063291139240511,1.0,1.0,1.0
extratrees_regularizado_depth10_leaf3,4,0.9501930501930502,1.0,-0.049806949806949774,1.0,1.0,1.0
extratrees_regularizado_depth10_leaf3,5,1.0,0.6342229199372057,0.3657770800627943,0.0,0.5243771456517062,0.6293028209629623
extratrees_regularizado_depth10_leaf3,6,0.9575378538512179,1.0,-0.042462146148782076,0.0,0.14285714285714285,1.0
extratrees_regularizado_depth10_leaf3,7,0.9571615434924787,1.0,-0.04283845650752127,0.0,0.14285714285714285,1.0
extratrees_regularizado_depth10_leaf3,8,0.958455047062642,0.961038961038961,-0.0025839139763190744,0.0,0.1400189214758751,0.9801324503311258
